no;name;movies
2146;Ihsan Gedik;5
2147;Alma Bennett;5
2148;Gloria Henry;5
2149;Bob Baker;5
2150;Barbara Weeks;5
2151;Dorothy Short;5
2152;Pat Chrisman;5
2153;Jules Cowles;5
2154;María Duval;5
2155;Paul Piaget;5
2156;William Berke;5
2157;Val Paul;5
2158;Henry A. Barrows;5
2159;Edward Cecil;5
2160;Gene Hackman;5
2161;Herbert Rawlinson;5
2162;Fabio Testi;5
2163;Richard Egan;5
2164;Eilene Janssen;5
2165;Louise Lovely;5
2166;Jack Nelson;5
2167;Dragomir Bojanic-Gidra;5
2168;R.G. Armstrong;5
2169;Carole Mathews;5
2170;Walter Huston;5
2171;Jack W. Johnston;5
2172;Sally Eilers;5
2173;Beatriz Michelena;5
2174;Gus Saville;5
2175;Tab Hunter;5
2176;Charles Dudley;5
2177;Charles Sellon;5
2178;Wilbur Mack;5
2179;Frank Braña;5
2180;Alphonse Ethier;5
2181;Willis Marks;5
2182;Ruth Stonehouse;5
2183;Al Ernest Garcia;5
2184;Florence Lee;5
2185;Spottiswoode Aitken;5
2186;Irma Dorantes;5
2187;Norbert A. Myles;5
2188;Karl Silvera;5
2189;Ray Collins;5
2190;Elsa Cárdenas;5
2191;Fred Parker;5
2192;Mariano Vidal Molina;5
2193;Ken Curtis;5
2194;Ethlyne Clair;5
2195;Betty Baker;5
2196;Clarence Geldart;5
2197;Virginia Warwick;5
2198;Tony Anthony;5
2199;Mario Adorf;5
2200;Rita Hayworth;5
2201;Jezibell Anat;5
2202;Alberta Vaughn;5
2203;Barbara Stanwyck;5
2204;Charlton Heston;5
2205;Wolf Ruvinskis;5
2206;Hazel Deane;5
2207;Jack Ganzhorn;5
2208;Dean Reed;5
2209;Harley Wood;5
2210;Violet La Plante;5
2211;Cullen Landis;5
2212;Mona Freeman;5
2213;Gretchen Lederer;5
2214;Lynn Sanderson;5
2215;Ahmet Danyal Topatan;5
2216;Natalie Joyce;5
2217;Percy Challenger;5
2218;House Peters Jr.;5
2219;George Bancroft;5
2220;Víctor Junco;5
2221;Chief Thundercloud;5
2222;Edward Burns;5
2223;Henry B. Walthall;5
2224;House Peters;5
2225;Milburn Stone;5
2226;Clark B. Coffey;5
2227;Pedro de Aguillón;5
2228;Al Fremont;5
2229;John Anderson;5
2230;Ray Whitley;5
2231;Don Reynolds;5
2232;Ralph Lewis;5
2233;Gladys McConnell;5
2234;Louise Stanley;5
2235;Ruby Blaine;5
2236;Esther Ralston;5
2237;Kenneth Harlan;5
2238;Arleen Whelan;5
2239;Stuart Holmes;5
2240;Barbara Britton;5
2241;Brad King;5
2242;George Macready;5
2243;Van Heflin;5
2244;Margaret Morris;5
2245;John Bowers;5
2246;Jimmie Dodd;5
2247;Chuck Connors;5
2248;Consuelo Frank;5
2249;Noble Johnson;5
2250;Rex Reason;5
2251;Charles Arling;5
2252;Patrick Wayne;5
2253;Rafael Baledón;5
2254;Andrés García;5
2255;Richard Denning;5
2256;Edmund Purdom;5
2257;Lance Henriksen;5
2258;Álvaro Zermeño;5
2259;Tarzan;5
2260;Mauritz Hugo;5
2261;Oktar Durukan;5
2262;Ruth King;5
2263;Harry L. Rattenberry;5
2264;Gloria Talbott;5
2265;Steve Clark;5
2266;Kathleen O'Connor;5
2267;Warren Oates;5
2268;Karin Booth;5
2269;Ellen Hall;5
2270;Gibson Gowland;5
2271;Rodolfo 'Boy' Garcia;5
2272;Stanley Andrews;5
2273;Kathleen Crowley;5
2274;Hedda Nova;5
2275;Buck Moulton;5
2276;Robert Duvall;5
2277;George Hernandez;5
2278;Betty Caldwell;5
2279;Margia Dean;5
2280;S.J. Bingham;5
2281;Mary Castle;5
2282;Robert Barrat;5
2283;Columba Domínguez;5
2284;Dana Ghia;5
2285;James Sheridan;5
2286;Lydia Yeamans Titus;5
2287;Star the Horse;5
2288;Steve Brodie;5
2289;Warner Baxter;5
2290;Mario Brega;5
2291;Lois Collier;5
2292;Eddie Dew;5
2293;Ennio Girolami;5
2294;Anthony Quinn;5
2295;John Litel;5
2296;Carlos Quiney;5
2297;William Henry;5
2298;Harry Lonsdale;5
2299;Hugh O'Brian;5
2300;Mike Connors;5
2301;Joe Ryan;5
2302;John Agar;5
2303;Frank Brownlee;5
2304;Bartlett A. Carre;5
2305;Mirko Ellis;5
2306;Aaron Edwards;5
2307;Elisa Montés;5
2308;Félix González;5
2309;Gloria Grey;5
2310;Elvira Quintana;5
2311;Trilby Clark;5
2312;Daniele Vargas;5
2313;Lillian Gilmore;5
2314;Ronald Remy;5
2315;Brett Halsey;5
2316;Stephen Chase;5
2317;Henry Roquemore;5
2318;Dorothy Patrick;5
2319;John Webb Dillion;5
2320;John Saxon;5
2321;Claire Du Brey;5
2322;Paolo Gozlino;5
2323;Roberto Cañedo;5
2324;Theodore Lorch;5
2325;Pat Starling;5
2326;Alex Nicol;5
2327;Herschel Mayall;5
2328;Bilal Inci;5
2329;Robert Preston;5
2330;Georgie Stone;5
2331;Don Coleman;5
2332;Budd Buster;5
2333;George Fawcett;5
2334;María Luisa Zea;5
2335;Abel Salazar;5
2336;Betty Schade;5
2337;Larry W. Simpson;5
2338;Eddie Phillips;5
2339;Joan Dixon;5
2340;Manuel López Ochoa;6
2341;Cihangir Gaffari;6
2342;Luis Dávila;6
2343;Otto Lederer;6
2344;Arthur Kennedy;6
2345;Dickie Jones;6
2346;Millard K. Wilson;6
2347;Reha Yurdakul;6
2348;Tommy Farrell;6
2349;Mary Beth Hughes;6
2350;Lee J. Cobb;6
2351;Gordon Sackville;6
2352;Lorraine Miller;6
2353;Victorio Blanco;6
2354;Roberto Ramírez Garza;6
2355;Vic Varrion;6
2356;Wade Boteler;6
2357;George Larkin;6
2358;James Bell;6
2359;Edythe Sterling;6
2360;Charles Ogle;6
2361;Graham Pettie;6
2362;José Torres;6
2363;Fred Scott;6
2364;Lightning;6
2365;William Conklin;6
2366;Frank Wolff;6
2367;Lane Bradford;6
2368;Erika Blanc;6
2369;Dick Carter;6
2370;Roscoe Ates;6
2371;Elsa Benham;6
2372;Ruth Mix;6
2373;William White;6
2374;Hüseyin Zan;6
2375;Pamela Blake;6
2376;Pat Harmon;6
2377;John James;6
2378;John Carradine;6
2379;Frank McGlynn Sr.;6
2380;Fontaine La Rue;6
2381;Melbourne MacDowell;6
2382;Wes Studi;6
2383;James A. Marcus;6
2384;Virginia Mayo;6
2385;James Philbrook;6
2386;Walter Rodgers;6
2387;J. Morris Foster;6
2388;Lois January;6
2389;Marjorie Reynolds;6
2390;Wayde Preston;6
2391;Robert Allen;6
2392;Horace Murphy;6
2393;Olivia Michel;6
2394;Macdonald Carey;6
2395;Jack McDonald;6
2396;Nancy Drexel;6
2397;Ted Brooks;6
2398;Ellen Drew;6
2399;Miguel de la Riva;6
2400;George Berrell;6
2401;Michael Chapin;6
2402;Noel Neill;6
2403;José Elías Moreno;6
2404;Beatrice Burnham;6
2405;Ray Bennett;6
2406;George Nichols;6
2407;Walter Perry;6
2408;Gertrude Claire;6
2409;Leo Carrillo;6
2410;Pancho Córdova;6
2411;Helen Westcott;6
2412;Genevieve Bert;6
2413;Edmond O'Brien;6
2414;Kenne Duncan;6
2415;Buck Black;6
2416;William Scott;6
2417;Niles Welch;6
2418;Jack Luden;6
2419;Terry Frost;6
2420;Mary Lee;6
2421;Bruce Bennett;6
2422;William H. Turner;6
2423;John Lund;6
2424;Bert Lindley;6
2425;L.J. O'Connor;6
2426;Vic Vargas;6
2427;Martin Turner;6
2428;Harry Lauter;6
2429;David Sharpe;6
2430;Fritzi Brunette;6
2431;Ian Keith;6
2432;Brad Harris;6
2433;Wanda Hawley;6
2434;Lyn Thomas;6
2435;Bud Geary;6
2436;Charles Newton;6
2437;Dorothy Fay;6
2438;Zachary Scott;6
2439;Edward Roseman;6
2440;Demetrio González;6
2441;Jorge Martínez de Hoyos;6
2442;Femi Benussi;6
2443;Eulalio González;6
2444;Billie Seward;6
2445;Billie Bennett;6
2446;Robert Ellis;6
2447;Bert Appling;6
2448;Harry Northrup;6
2449;Paul Fix;6
2450;John Russell;6
2451;Walter Long;6
2452;Billy Butts;6
2453;Reed Hadley;6
2454;Earle Hodgins;6
2455;Wilbur Higby;6
2456;Helen Gibson;6
2457;James Coburn;6
2458;Smith Ballew;6
2459;James Best;6
2460;Melek Görgün;6
2461;Mildred Harris;6
2462;Lorraine Eason;6
2463;Pedro Armendáriz;6
2464;Bessie Love;6
2465;Sons of the Pioneers;6
2466;Marguerite De La Motte;6
2467;Matthew Betz;6
2468;Lee Marvin;6
2469;Wallace Ford;6
2470;Richard Neill;6
2471;Rodolfo Landa;6
2472;Pietro Martellanza;6
2473;Kathleen Key;6
2474;Eugene Pallette;6
2475;Jeff Chandler;6
2476;John McIntire;6
2477;Kudret Karadag;6
2478;Erol Tas;6
2479;Walter McGrail;6
2480;Ann Rutherford;6
2481;Rod Navarro;6
2482;Jeff Donnell;6
2483;Lois Hall;6
2484;Virginia Grey;6
2485;Bobby Dunn;6
2486;George Ardisson;7
2487;Elmer;7
2488;Tully Marshall;7
2489;Víctor Alcocer;7
2490;Andy Shuford;7
2491;George Cleveland;7
2492;Guy Wilkerson;7
2493;Bill Cody Jr.;7
2494;Cheyenne Bill;7
2495;John 'Dusty' King;7
2496;Süheyl Egriboz;7
2497;Dorothy Donald;7
2498;Billy Franey;7
2499;Don Murray;7
2500;Eleazar García;7
2501;Furio Meniconi;7
2502;Rock Hudson;7
2503;Si Jenks;7
2504;Helen Ferguson;7
2505;Jack Elam;7
2506;Charles Hill Mailes;7
2507;Tito Junco;7
2508;Tom Neal;7
2509;Stephen McNally;7
2510;Lito Lapid;7
2511;Walter Shumway;7
2512;Al Richmond;7
2513;Van De Leon;7
2514;Cecilia Parker;7
2515;Mary Carr;7
2516;Bill Kennedy;7
2517;Reed Howes;7
2518;Clayton Moore;7
2519;William Courtright;7
2520;Henry Hebert;7
2521;Robert Warwick;7
2522;Raye Hampton;7
2523;Vera Ralston;7
2524;Eleanor Stewart;7
2525;Woody Strode;7
2526;Evelyn Stewart;7
2527;Joan Barclay;7
2528;Ernest Borgnine;7
2529;Chet Ryan;7
2530;Caryl Lincoln;7
2531;Joanne Dru;7
2532;Nort Nepomuceno;7
2533;J. Carrol Naish;7
2534;Julie Adams;7
2535;Jane Novak;7
2536;Rex the Dog;7
2537;Elaine Riley;7
2538;Clint Walker;7
2539;Chinook;7
2540;William Duncan;7
2541;Robert Edeson;7
2542;Otis Harlan;7
2543;Ofelia Montesco;7
2544;Martin Garralaga;7
2545;Barbara Hale;7
2546;Eddie Dean;7
2547;Slim Andrews;7
2548;Jay Kirby;7
2549;Hooper Atchley;7
2550;Richard Harris;7
2551;William Bertram;7
2552;Lorna Gray;7
2553;Sarah Padden;7
2554;Nancy Gates;7
2555;Ann Little;7
2556;James Stewart;7
2557;Harry O'Connor;7
2558;Benito Pacifico;7
2559;Reb Russell;7
2560;Horst Frank;7
2561;Buck Taylor;7
2562;Gordon Jones;7
2563;Carlos Cortés;7
2564;Mark Hamilton;7
2565;Dorothy Revier;7
2566;Patti McCarty;7
2567;Cathy Downs;7
2568;Helene Rosson;7
2569;William Bishop;7
2570;Neville Brand;7
2571;Syd Saylor;7
2572;Gianni Garko;7
2573;Mark Damon;7
2574;Carol Holloway;7
2575;Charles Clary;7
2576;Marie Windsor;7
2577;Gertrude Messinger;7
2578;Robert Taylor;7
2579;Hazel Keener;7
2580;George Magrill;7
2581;Kazim Kartal;7
2582;Dorothy Dwan;7
2583;Robert Middleton;7
2584;Harry von Meter;7
2585;Irene Rich;7
2586;Donald O'Brien;7
2587;Al Taylor;7
2588;Nell O'Day;7
2589;Monroe Salisbury;7
2590;George Wang;7
2591;Dana Andrews;7
2592;Barry Sullivan;7
2593;Joe Sawyer;7
2594;Bullet the Dog;7
2595;Maurice 'Lefty' Flynn;7
2596;Lotus Thompson;7
2597;Martha Wentworth;7
2598;Julio Aldama;8
2599;Josef Swickard;8
2600;Divina Valencia;8
2601;Yilmaz Köksal;8
2602;Earl Metcalfe;8
2603;Charles Bronson;8
2604;Wallace MacDonald;8
2605;John Payne;8
2606;Bobby Nelson;8
2607;Betty Miles;8
2608;Preston Foster;8
2609;Douglas Kennedy;8
2610;Charles Bickford;8
2611;Eva Novak;8
2612;Richard Arlen;8
2613;Luis Induni;8
2614;Antonio Moreno;8
2615;Douglass Dumbrille;8
2616;Bob Nolan;8
2617;Ed La Niece;8
2618;Jack Livingston;8
2619;William Gould;8
2620;Penny Edwards;8
2621;Fanny Midgley;8
2622;Fritzi Ridgeway;8
2623;John Lowell;8
2624;Ed Cassidy;8
2625;Bob Burns;8
2626;Noé Murayama;8
2627;Dale Robertson;8
2628;Marilyn Mills;8
2629;Willard Parker;8
2630;Edna Aslin;8
2631;Aldo Berti;8
2632;Lloyd Ingraham;8
2633;Arthur Millett;8
2634;Joseph Bennett;8
2635;Virginia Brown Faire;8
2636;William Quinn;8
2637;Edward Hearn;8
2638;Yilmaz Güney;8
2639;Stanton Heck;8
2640;Lois Wilson;8
2641;Frank Austin;8
2642;Aldo Sambrell;8
2643;Rick Vallin;8
2644;Dean Jagger;8
2645;Roy Laidlaw;8
2646;Lloyd Bridges;8
2647;William Ellingford;8
2648;Anne Gwynne;8
2649;Jim Farley;8
2650;Myron Healey;8
2651;Atilla Ergün;8
2652;Gregory Peck;8
2653;Christine McIntyre;8
2654;Beth Marion;8
2655;Fred MacMurray;8
2656;Coleen Gray;8
2657;Jay Silverheels;8
2658;G. Raymond Nye;8
2659;Marguerite Clayton;8
2660;Agustín Isunza;8
2661;Lucha Villa;8
2662;Dustin Farnum;8
2663;Vassili Karis;8
2664;Sheila Bromley;8
2665;Jeff Cameron;8
2666;Jack Palance;8
2667;Henry Hull;8
2668;Keith Larsen;8
2669;Duane Thompson;8
2670;Patricia Palmer;8
2671;Gene Crosby;8
2672;Wallace Beery;8
2673;Morris Ankrum;8
2674;Dorothy Gulliver;9
2675;William McCall;9
2676;Wilfred Lucas;9
2677;Philip Carey;9
2678;Nan Leslie;9
2679;Kent Taylor;9
2680;Ben Johnson;9
2681;Hugo Stiglitz;9
2682;Dino Strano;9
2683;Walter Brennan;9
2684;Marceline Day;9
2685;Emilio Fernández;9
2686;Cameron Mitchell;9
2687;Murdock MacQuarrie;9
2688;Jack Betts;9
2689;Joseph J. Dowling;9
2690;Edward Coxen;9
2691;Gilbert Holmes;9
2692;Roy Watson;9
2693;Bob Reeves;9
2694;Monte Montague;9
2695;William Holden;9
2696;Koko;9
2697;Claire Trevor;9
2698;Ethan Laidlaw;9
2699;Linda Stirling;9
2700;Twinkle Watts;9
2701;Arturo Soto Rangel;9
2702;Harry Dunkinson;9
2703;Lynn Merrick;9
2704;Crox Alvarado;9
2705;Perry Murdock;9
2706;Doris Hill;9
2707;Víctor Parra;9
2708;Kirk Douglas;9
2709;Armando Silvestre;9
2710;Jimmy Aubrey;9
2711;Luana Walters;9
2712;Les Bates;9
2713;George J. Lewis;9
2714;Marion Shilling;9
2715;Alan Ladd;9
2716;Gloria Milland;9
2717;Clint Eastwood;9
2718;Giuliano Gemma;9
2719;Anne Jeffreys;9
2720;Will Walling;9
2721;Roger Williams;9
2722;Harold Goodwin;9
2723;Carlos López Moctezuma;9
2724;Elinor Fair;9
2725;Brian Keith;9
2726;Dick Foran;9
2727;Ruth Royce;9
2728;Johnny Monteiro;9
2729;Broderick Crawford;9
2730;Peggie Castle;9
2731;Klaus Kinski;9
2732;Burt Lancaster;9
2733;Tony the Horse;9
2734;Raúl de Anda;9
2735;Lee 'Lasses' White;9
2736;Rik Battaglia;9
2737;Cesar Romero;10
2738;Yvonne De Carlo;10
2739;Olin Francis;10
2740;Ernie Adams;10
2741;Bert Olivar;10
2742;Mimmo Palmara;10
2743;Glenn Strange;10
2744;Louise Lorraine;10
2745;Noah Beery Jr.;10
2746;Stanley Blystone;10
2747;Grant Withers;10
2748;Lee Roberts;10
2749;Muriel Evans;10
2750;Dacia González;10
2751;Monte Blue;10
2752;Tom Bay;10
2753;Jay Morley;10
2754;Julian Rivero;10
2755;Richard Boone;10
2756;Claire Rochelle;10
2757;Sonia Infante;10
2758;Harvey Clark;10
2759;Robert Mitchum;10
2760;Lito Anzures;10
2761;Tristram Coffin;10
2762;Reno Browne;10
2763;Sheldon Lewis;10
2764;Mary Ellen Kay;10
2765;Henry Fonda;10
2766;Dan Duryea;10
2767;Keenan Wynn;10
2768;Ignazio Spalla;10
2769;Jeffrey Hunter;10
2770;Carleton Young;10
2771;William Russell;10
2772;Brian Donlevy;10
2773;Lillian Rich;10
2774;Leon De La Mothe;10
2775;Vola Vale;10
2776;Bill Williams;10
2777;Jack Pratt;10
2778;Starlight the Horse;10
2779;Jim Bannon;10
2780;Barney Furey;10
2781;Fay Wray;10
2782;Allene Ray;10
2783;Marjorie Daw;10
2784;Lorena Velázquez;10
2785;Richard Widmark;10
2786;Helen Holmes;10
2787;Tamer Yigit;10
2788;Frank Hagney;11
2789;Piero Lulli;11
2790;Lex Barker;11
2791;Barton MacLane;11
2792;J.B. Warner;11
2793;Robert Lowery;11
2794;Andy Devine;11
2795;Helen Foster;11
2796;Bob Fleming;11
2797;Andrew Waldron;11
2798;Frank Clark;11
2799;Robert Frazer;11
2800;Dale Evans;11
2801;Evelyn Finley;11
2802;Jim Corey;11
2803;Merrill McCormick;11
2804;Steve Clemente;11
2805;Robert McKenzie;11
2806;Claudio Undari;11
2807;Evelyn Nelson;11
2808;Claire Adams;11
2809;Warner Richmond;11
2810;Charles Brinley;11
2811;Wally Vernon;11
2812;Jorge Rivero;11
2813;Shorty Hamilton;11
2814;Blanche Mehaffey;11
2815;Eugenia Gilbert;11
2816;Lee Shumway;11
2817;Gojko Mitic;11
2818;Victor Jory;11
2819;Guy Madison;11
2820;George Martin;11
2821;Scott Brady;11
2822;Frank Whitson;12
2823;Al Bridge;12
2824;Arthur Morrison;12
2825;Fernando Almada;12
2826;George Eastman;12
2827;Alfred Allen;12
2828;Duncan Renaldo;12
2829;Robert Homans;12
2830;Betty Mack;12
2831;George Hilton;12
2832;Kirby Grant;12
2833;Flor Silvestre;12
2834;Slim Pickens;12
2835;Lynne Roberts;12
2836;Peter Lee Lawrence;12
2837;Dorothy Malone;12
2838;Clark Comstock;12
2839;Andrés Soler;12
2840;Dick Curtis;12
2841;James Craig;12
2842;Manolo Robles;12
2843;Lon Chaney Jr.;12
2844;Whitehorse;12
2845;Eduardo Fajardo;12
2846;Rex the Wonder Horse;12
2847;Wayne Morris;12
2848;Carl Stockdale;12
2849;Gary Cooper;12
2850;Jack Mower;12
2851;Sid Jordan;12
2852;William Dyer;12
2853;Frank Lanning;12
2854;David Reynoso;12
2855;Richard Dix;12
2856;Rufe Davis;12
2857;John Dehner;12
2858;Franco Nero;12
2859;Edgar Buchanan;12
2860;David Dunbar;12
2861;Robert Ryan;12
2862;Kathleen Collins;13
2863;Pierre Brice;13
2864;Julio Alemán;13
2865;Manuel Capetillo;13
2866;Francis McDonald;13
2867;Russell Simpson;13
2868;Pedro Armendáriz Jr.;13
2869;Hobart Bosworth;13
2870;Mack V. Wright;13
2871;Eileen Sedgwick;13
2872;Joaquín Cordero;13
2873;Emmett Lynn;13
2874;Jimmy Wakely;13
2875;Hank Bell;13
2876;Jim Welch;13
2877;Bert Sprotte;13
2878;Jock Mahoney;13
2879;Martha Hyer;13
2880;Rosa de Castilla;13
2881;Iris Meredith;14
2882;Frank Campeau;14
2883;Richard Martin;14
2884;Jim Mason;14
2885;Jack Randall;14
2886;Richard Harrison;14
2887;William Bailey;14
2888;Rex Allen;14
2889;Florence Gilbert;14
2890;Sterling Hayden;14
2891;Kenneth MacDonald;14
2892;Robert Walker;14
2893;Frank Ellis;14
2894;Dick La Reno;14
2895;Craig Hill;14
2896;Ena Gregory;14
2897;Fred Humes;14
2898;J. Farrell MacDonald;14
2899;Bruce Gordon;14
2900;Jennifer Holt;14
2901;Francelia Billington;14
2902;Fred Burns;15
2903;Bob Kortman;15
2904;Wheeler Oakman;15
2905;Gilbert Roland;15
2906;John Elliott;15
2907;Jorge Russek;15
2908;Edward Peil Sr.;15
2909;Eric del Castillo;15
2910;Forrest Taylor;15
2911;Earl Dwire;15
2912;Frank Yaconelli;15
2913;Milton Ross;15
2914;C.E. Anderson;15
2915;Philo McCullough;15
2916;Jack Ingram;15
2917;Ed Brady;15
2918;Monte Hale;15
2919;Eddie Garcia;15
2920;Fernando Soto;15
2921;Fernando Poe Jr.;15
2922;Dorothy Wood;15
2923;Nora Lane;15
2924;Marshall Reed;15
2925;Josie Sedgwick;15
2926;William Welsh;16
2927;Jun Aristorenas;16
2928;Rocco Montalban;16
2929;Lee Van Cleef;16
2930;Walter Miller;16
2931;Horace B. Carpenter;16
2932;Albert J. Smith;16
2933;John Ireland;16
2934;Peggy Montgomery;16
2935;Molly Malone;16
2936;Glenn Ford;16
2937;Ashton Dearholt;16
2938;Gail Davis;17
2939;Mario Almada;17
2940;Art Mix;17
2941;Fred Thomson;17
2942;Rand Brooks;17
2943;Max Alvarado;17
2944;Marin Sais;17
2945;Robert Woods;17
2946;Olive Hasbrouck;17
2947;Sunset Carson;17
2948;Jess Lapid;17
2949;Alice Fleming;17
2950;Lash La Rue;17
2951;William Ryno;17
2952;Tom Santschi;17
2953;Charles Le Moyne;17
2954;Karl Hackett;17
2955;Joseph W. Girard;17
2956;Rex Bell;17
2957;Phyllis Coates;17
2958;William Berger;17
2959;Champion;17
2960;Jack Curtis;17
2961;William Barrymore;17
2962;Chill Wills;17
2963;Trigger;17
2964;LeRoy Mason;18
2965;Rex Lease;18
2966;Joel McCrea;18
2967;William Farnum;18
2968;Lane Chandler;18
2969;Pauline Curley;18
2970;Ben F. Wilson;18
2971;Rory Calhoun;18
2972;John Merton;18
2973;Arturo Martínez;18
2974;Wilbur McGaugh;19
2975;Kermit Maynard;19
2976;J.P. Lockney;19
2977;Alma Rayford;19
2978;Peggy O'Day;19
2979;J. Gordon Russell;19
2980;Audie Murphy;19
2981;Anthony Steffen;19
2982;Dave O'Brien;19
2983;Forrest Tucker;19
2984;Gordon Mitchell;19
2985;Joe Harris;19
2986;Claude Payton;19
2987;Ward Bond;19
2988;Lester Cuneo;19
2989;Riley Hill;19
2990;Joe Rickson;20
2991;Al Hart;20
2992;William Fairbanks;20
2993;Jean Arthur;20
2994;James Ellison;20
2995;Tom Keene;20
2996;Paquito Diaz;20
2997;George O'Brien;20
2998;Jack Holt;20
2999;Whip Wilson;21
3000;Duke R. Lee;21
3001;Neal Hart;21
3002;Francis Ford;21
3003;Buck Connors;21
3004;William Desmond;21
3005;Fred Kohler;21
3006;Ted Adams;21
3007;I. Stanford Jolley;21
3008;Tex Ritter;21
3009;Jim Davis;22
3010;Ben Corbett;22
3011;Ted Wells;22
3012;Dagoberto Rodríguez;23
3013;Peggy Stewart;23
3014;Dub Taylor;23
3015;Rodolfo de Anda;23
3016;Robert McKim;23
3017;Robert Blake;24
3018;Paul Hurst;24
3019;Frankie Darro;24
3020;George Chesebro;24
3021;Victor Bravo;24
3022;Ray Corrigan;24
3023;Nelson McDowell;24
3024;Ione Reed;25
3025;Fred Church;25
3026;Harry Woods;25
3027;Rod Cameron;25
3028;William Steele;25
3029;Vester Pegg;25
3030;George Montgomery;25
3031;Jaime Fernández;26
3032;Al Hoxie;26
3033;Milburn Morante;26
3034;Roy Rogers;26
3035;Luis Aguilar;26
3036;Fernando Casanova;26
3037;Alfred Hewston;27
3038;Josephine Hill;28
3039;J.P. McGowan;28
3040;Neva Gerber;28
3041;Dick Hatton;29
3042;Eddy Waller;29
3043;Noah Beery;29
3044;Dennis Moore;29
3045;Bill Cody;29
3046;Harry Todd;29
3047;Don 'Red' Barry;29
3048;Fernando Sancho;30
3049;Thomas G. Lingham;30
3050;Black Jack;30
3051;Robert Livingston;30
3052;Bill Patton;30
3053;Antonio Aguilar;31
3054;Guinn 'Big Boy' Williams;31
3055;Buddy Roosevelt;31
3056;Charles K. French;32
3057;Max Terhune;32
3058;Fuzzy Knight;32
3059;Art Acord;32
3060;Tim Holt;32
3061;Jack Richardson;33
3062;Frank Rice;33
3063;Leo D. Maloney;33
3064;Buzz Barton;34
3065;Smiley Burnette;34
3066;Charles King;34
3067;Edmund Cobb;34
3068;Roy Stewart;35
3069;Al Ferguson;35
3070;Buster Crabbe;35
3071;Lew Meehan;35
3072;Randolph Scott;35
3073;Cliff Lyons;36
3074;Russell Hayden;36
3075;William S. Hart;36
3076;Jay Wilsey;36
3077;Pete Morrison;38
3078;Gene Autry;39
3079;Bob Custer;41
3080;Hal Taliaferro;41
3081;John Wayne;41
3082;Yakima Canutt;41
3083;Franklyn Farnum;42
3084;Charles Starrett;43
3085;Andy Clyde;43
3086;Allan Lane;45
3087;Slim Whitaker;45
3088;Roy Barcroft;46
3089;Tom London;48
3090;Jack Perrin;49
3091;Bill Elliott;49
3092;William Boyd;55
3093;Ken Maynard;55
3094;Lafe McKee;56
3095;Tom Mix;57
3096;Tim McCoy;58
3097;Jack Hoxie;59
3098;George 'Gabby' Hayes;61
3099;Bud Osborne;61
3100;Hoot Gibson;66
3101;Harry Carey;67
3102;Al St. John;68
3103;Tom Tyler;69
3104;Raymond Hatton;69
3105;Buck Jones;76
3106;Johnny Mack Brown;83
3107;Bob Steele;94
