Poz20167;Poz2016;Firma;PKD;Przychody;WynikNett;siedziba;excoords;q;xcoord;ycoord
1184;1160;CP Glass SA, Kraków;2313;298252;64117;Kraków, PL;50.064529 19.983206;PL,PL;50.054114;20.010540
1185;1952;SSI Schafer sp. z o.o., Warszawa;4690;298178;513;Warszawa, PL;52.231924 21.006727;PL,PL;52.174509;20.986753
1186;1154;WTC sp. z o.o., Warszawa;4519;298063;2006;Warszawa, PL;52.231924 21.006727;PL,PL;52.234561;20.946356
1187;1380;Moniecka Spółdzielnia Mleczarska, Mońki;1051;297745;13660;Mońki, PL;53.406574 22.798377;PL,PL;53.404844;22.798851
1188;1098;Eaton Truck Components sp. z o.o., Tczew;2932;297136;6193;Tczew, PL;54.086953 18.800029;PL,PL;54.084578;18.804408
1189;1008;BT Bruno Tassi Północ sp. z o.o. sp.k., Gdańsk;4632;296925;4187;Gdańsk, PL;54.347628 18.645203;PL,PL;54.345213;18.628670
1190;947;Dowhan sp. z o.o., Jasień;4635;296608;481;Jasień, PL;51.772203 19.5278;PL,PL;51.768618;19.527115
1191;1277;Baltima sp. z o.o. Gdynia;4633;296294;2122;Gdynia, PL;54.451129 18.323977;PL,PL;54.452898;18.313373
1192;1113;Biofarm sp. z o.o., Poznań;2120;296065;53996;Poznań, PL;52.440615 16.91905;PL,PL;52.436908;16.927303
1193;1232;Piotruś Pan sp. z o.o. sp.k., Przemyśl;4639;294641;8057;Przemyśl, PL;49.782156 22.769263;PL,PL;49.781294;22.766050
1194;1146;Biazet SA, Białystok;2751;294577;5380;Białystok, PL;53.132398 23.159168;PL,PL;53.127063;23.164180
1195;1351;Spiżarnia sj, Lublin;4632;293808;7797;Lublin, PL;51.231292 22.568964;PL,PL;51.240726;22.559753
1196;1616;Polnord SA GK, Gdynia;4120;293635;3312;Gdynia, PL;54.451129 18.323977;PL,PL;54.441578;18.317936
1197;1191;Groclin SA GK, Grodzisk Wielkopolski;2932;293500;-81523;Grodzisk Wielkopolski, PL;52.22632 16.362811;Wielkopolski,;52.226873;16.362994
1198;1134;RPC Superfos Poland sp. z o.o., Lubień Kujawski;2222;293321;15307;Lubień Kujawski, PL;52.40736 19.16018;Kujawski,;52.408889;19.159564
1199;897;Allianz Polska Services sp. z o.o., Warszawa;6619;293224;8702;Warszawa, PL;52.231924 21.006727;PL,PL;52.240052;20.984419
1200;1205;Elektrotim SA GK, Wrocław;4321;293087;-4482;Wrocław, PL;51.108978 17.032669;PL,PL;51.091695;17.051406
1201;1247;Zakłady Mięsne Unimięs SA, Chrzanów;1013;292795;398;Chrzanów, PL;51.833333 17.816667;PL,PL;51.833562;17.815304
1202;;Alphabet Polska Fleet Management sp. z o.o., W-wa;7711;292660;767;W-wa, PL;-38.822628 -68.05733;PL,PL;-38.825694;-68.061114
1203;1243;Termo Organika sp. z o.o., Kraków;2221;292619;12203;Kraków, PL;50.064529 19.983206;PL,PL;50.083527;20.006138
1204;1968;Vantage Development SA, Wrocław;7010;292477;22958;Wrocław, PL;51.108978 17.032669;PL,PL;51.109676;17.018139
1205;1251;BMG Goworowski sp. z o.o., Gdynia;4511;292441;8625;Gdynia, PL;54.451129 18.323977;PL,PL;54.449026;18.333752
1206;1174;Sambud-2 K. Stępak i Wspólnicy sp.j. GK, Kraków;4672;292326;15114;Kraków, PL;50.064529 19.983206;PL,PL;50.065496;19.987330
1207;1158;PPT PKS Gdańsk-Oliwa SA, Gdańsk;4941;292097;3744;Gdańsk, PL;54.347628 18.645203;PL,PL;54.356678;18.628281
1208;1142;Lodziarnie Firmowe sp. z o.o. sp.k., Wiązowna;1052;291903;20902;Wiązowna, PL;52.171197 21.303963;PL,PL;52.172815;21.302545
1209;1236;Nord Napędy Zakłady Prod. sp. z o.o., Nowa Sól;2815;291811;18567;Nowa Sól, PL;51.803249 15.711935;Sól,;51.799105;15.707937
1210;994;Inglot sp. z o.o. GK, Przemyśl;2042;291781;b.d.;Przemyśl, PL;49.782156 22.769263;PL,PL;49.785332;22.772250
1211;1275;Jones Lang Lasalle sp. z o.o., Warszawa;6831;291629;61537;Warszawa, PL;52.231924 21.006727;PL,PL;52.260420;20.970729
1212;1166;Juki Central Europe sp. z o.o., Warszawa;4664;291266;9948;Warszawa, PL;52.231924 21.006727;PL,PL;52.236694;21.030123
1213;1265;Jelcz sp. z o.o., Jelcz;2910;291151;5314;Jelcz, PL;51.020389 17.317006;PL,PL;51.020493;17.317232
1214;1327;Molex sp. z o.o., Sulęcin;2931;290843;-24906;Sulęcin, PL;51.9275 17.835278;PL,PL;51.925993;17.836728
1215;1175;KPPD SA, Szczecinek;1610;290707;4239;Szczecinek, PL;53.708021 16.694392;PL,PL;53.703362;16.693925
1216;843;Eltel Networks Energetyka SA, Gutkowo;4222;290649;3178;Gutkowo, PL;53.799747 20.400654;PL,PL;53.802293;20.401169
1217;1412;Atende SA GK, Warszawa;6209;290617;12733;Warszawa, PL;52.231924 21.006727;PL,PL;52.236553;20.993115
1218;1162;Quadrum-Foods sp. z o.o. sp.k., Kraków;4631;290357;b.d.;Kraków, PL;50.064529 19.983206;PL,PL;50.054566;19.973101
1219;1434;Intive SA, Szczecin;6201;289944;-8569;Szczecin, PL;50.276037 9.90885;PL,PL;50.281163;9.915381
1220;1442;Impress Decor Polska sp. z o.o., Ełk;1812;289907;-7277;Ełk, PL;53.817517 22.350371;PL,PL;53.816966;22.351848
1221;1346;Euro Styl GK sp. z o.o., Gdańsk;6810;289683;41252;Gdańsk, PL;54.347628 18.645203;PL,PL;54.354099;18.628039
1222;1112;Egis Polska Dystrybucja sp. z o.o., Warszawa;4646;289487;7301;Warszawa, PL;52.231924 21.006727;PL,PL;52.201139;20.967228
1223;1126;Schumacher Packaging sp. z o.o. Miękinia;1721;288669;8470;Miękinia, PL;50.147274 19.62482;PL,PL;50.145524;19.627119
1224;1171;Hjort Knudsen Polen sp. z o.o., Wysoka;3109;288475;5031;Wysoka, PL;51.765638 19.478042;PL,PL;51.766551;19.476664
1225;1109;Libet SA GK, Wrocław;2361;288206;-21299;Wrocław, PL;51.108978 17.032669;PL,PL;51.098706;17.033675
1226;1884;Fundamental Group SA,, Warszawa;4120;288011;3157;Warszawa, PL;52.231924 21.006727;PL,PL;52.180666;20.983412
1227;1227;ASK Poland sp. z o.o., Bielsko-Biała;2932;287166;6854;Bielsko-Biała, PL;49.822118 19.044894;PL,PL;49.835556;19.037255
1228;1317;CAT LC Polska sp. z o.o., Duchnice;5229;286544;2477;Duchnice, PL;52.199655 20.7984;PL,PL;52.199909;20.801275
1229;1293;Trenkwalder & Partner sp. z o.o., Skierniewice;7820;286504;1336;Skierniewice, PL;51.956858 20.143004;PL,PL;51.960035;20.145140
1230;1297;Final SA, Dąbrowa Górnicza;2550;285590;13288;Dąbrowa Górnicza, PL;50.330981 19.196328;Górnicza,;50.332866;19.194613
1231;1201;CSF Poland sp. z o.o., Częstochowa;2219;285383;2398;Częstochowa, PL;50.812047 19.113213;PL,PL;50.810249;19.108852
1232;1292;Polmotors sp. z o.o., Mazańcowice;2932;285009;10793;Mazańcowice, PL;49.859745 18.990774;PL,PL;49.857581;18.991404
1233;1323;LS Airport Services SA, Warszawa;5223;284831;22648;Warszawa, PL;52.231924 21.006727;PL,PL;52.215655;20.998085
1234;1100;Greiner Packaging sp. z o.o., Teresin;2222;284813;23919;Teresin, PL;50.994007 23.696446;PL,PL;50.997144;23.694948
1235;1144;Bart sp. z o.o., Świecie;1721;284350;8631;Świecie, PL;53.407252 18.445525;PL,PL;53.408073;18.446477
1236;1136;Lobo sp. z o.o., Kraków;4639;284189;712;Kraków, PL;50.064529 19.983206;PL,PL;50.076384;20.002684
1237;925;Woodward Poland sp. z o.o., Niepołomice;3320;284185;16465;Niepołomice, PL;50.033182 20.216801;PL,PL;50.033031;20.210664
1238;1321;British Automotive Centrum sp. z o.o., Warszawa;4511;284040;9630;Warszawa, PL;52.231924 21.006727;PL,PL;52.294764;21.020154
1239;1163;Ziaja Ltd. ZPL sp. z o.o., Gdańsk;2042;283970;52074;Gdańsk, PL;54.347628 18.645203;PL,PL;54.340613;18.651052
1240;1229;Ice-Full sp. z o.o., Tomaszów Mazowiecki;4634;283852;1895;Tomaszów Mazowiecki, PL;51.531692 20.00842;Mazowiecki,;51.529822;20.007309
1241;1463;Constract Export-Import sp. z o.o., Wałdyki;3109;283568;19038;Wałdyki, PL;53.549312 19.834916;PL,PL;53.551316;19.833240
1242;1123;Raw-Pol Eksport-Import, Rawa Mazowiecka;4641;283493;67227;Rawa Mazowiecka, PL;51.762493 20.251929;Mazowiecka,;51.759114;20.250047
1243;1081;Polwax sp. z o.o., Jasło;1920;283465;17211;Jasło, PL;49.747047 21.474314;PL,PL;49.748039;21.473423
1244;1194;Fuji Seal Poland sp. z o.o., Kutno;2222;283258;-2113;Kutno, PL;52.231756 19.357018;PL,PL;52.229052;19.350112
1245;1195;Nowa Elektro sp. z o.o., Sady;4690;282612;2624;Sady, PL;52.439255 22.704259;PL,PL;52.433971;22.707209
1246;1110;Eaton Electric sp. z o.o., Gdańsk;4652;282450;13420;Gdańsk, PL;54.347628 18.645203;PL,PL;54.340161;18.662256
1247;1435;Lowara Vogel Polska sp. z o.o., Strzelin;2711;282433;8644;Strzelin, PL;50.780728 17.069683;PL,PL;50.782994;17.072164
1248;1318;Zakłady Mięsne Łuniewscy, Klukowo;1011;281599;18988;Klukowo, PL;52.776871 22.507117;PL,PL;52.776683;22.506685
1249;1161;PHU Jagr, Warlubie;1051;281550;-2367;Warlubie, PL;53.587637 18.627485;PL,PL;53.585720;18.629366
1250;1305;Drukarnia Dako sp.j., Lubartów;1812;281028;25669;Lubartów, PL;51.466047 22.60529;PL,PL;51.468917;22.603280
1251;1200;S.E.R. Solutions Polska sp. z o.o., Warszawa;5248;280979;10814;Warszawa, PL;52.231924 21.006727;PL,PL;52.222583;21.012992
1252;1240;Sika Poland sp. z o.o., Warszawa;4675;280414;-292;Warszawa, PL;52.231924 21.006727;PL,PL;52.200124;21.063660
1253;1221;Big Star Limited sp. z o.o., Kalisz;4771;280004;6414;Kalisz, PL;51.757765 18.083346;PL,PL;51.755226;18.085952
1254;1279;Nordan sp. z o.o., Wolsztyn;1623;279858;19750;Wolsztyn, PL;52.11725 16.112662;PL,PL;52.117049;16.113121
1255;1214;Austria Juice Poland sp. z o.o., Chełm;1032;279746;8400;Chełm, PL;49.93543 20.857052;PL,PL;49.932535;20.856261
1256;1285;Securitas Polska sp. z o.o. GK, Warszawa;8020;279214;2515;Warszawa, PL;52.231924 21.006727;PL,PL;52.184378;21.036225
1257;1437;QFG sp. z o.o., Pionki;1013;279203;-4788;Pionki, PL;51.473003 21.44384;PL,PL;51.474069;21.441186
1258;1119;Alcon Polska sp. z o.o., Warszawa;4646;279101;7846;Warszawa, PL;52.231924 21.006727;PL,PL;52.275771;20.987040
1259;1260;Resinex Poland sp. z o.o., Warszawa;4675;278870;4396;Warszawa, PL;52.231924 21.006727;PL,PL;52.180010;21.006773
1260;1132;Luvena SA, Luboń;2015;278630;551;Luboń, PL;54.02626 17.49221;PL,PL;54.025862;17.490069
1261;1263;First Data Polska SA, Warszawa;6619;278417;42427;Warszawa, PL;52.231924 21.006727;PL,PL;52.286041;21.019572
1262;1287;Grupa Delta Trans sp. z o.o., Świętochłowice;4941;278140;b.d.;Świętochłowice, PL;50.290706 18.921403;PL,PL;50.288992;18.925305
1263;1120;KPEC sp. z o.o., Bydgoszcz;3530;278078;3060;Bydgoszcz, PL;53.121965 18.000253;PL,PL;53.120187;17.989900
1264;750;Krakchemia SA, Kraków;4675;277960;-8367;Kraków, PL;50.064529 19.983206;PL,PL;50.058821;19.991671
1265;1239;Röben Polska sp. z o.o., Środa Śląska;2332;277569;39012;Środa Śląska, PL;51.163897 16.594269;Śląska,;51.161213;16.595832
1266;1283;Trumpf Polska sp. z o.o. sp.k., Warszawa;4614;277557;16319;Warszawa, PL;52.231924 21.006727;PL,PL;52.197239;21.001999
1267;1262;ZM Ropczyce SA GK, Ropczyce;2320;277044;11397;Ropczyce, PL;50.052861 21.611632;PL,PL;50.055254;21.608849
1268;1185;Winkhaus Polska sp. z o.o., Rydzyna;4673;277006;6848;Rydzyna, PL;51.78637 16.667319;PL,PL;51.782816;16.663998
1269;1353;Inter Car II sp. z o.o., Zabrze;4511;276247;5236;Zabrze, PL;50.307027 18.785477;PL,PL;50.307318;18.786081
1270;;Grazmat sp. z o.o. sp.k., Garwolin;4623;275992;2394;Garwolin, PL;51.897556 21.614949;PL,PL;51.892939;21.616290
1271;1121;Grupa Wistil SA, Kalisz;1320;275838;11936;Kalisz, PL;51.757765 18.083346;PL,PL;51.760064;18.081798
1272;1354;CFE Polska sp. z o.o., Warszawa;4120;275704;15487;Warszawa, PL;52.231924 21.006727;PL,PL;52.281976;21.038576
1273;1499;Grupa Inwestycyjna Hossa SA, Gdynia;4110;275553;64435;Gdynia, PL;54.451129 18.323977;PL,PL;54.446741;18.336702
1274;1399;GADUS sp. z o.o., Gdynia;1020;274915;6839;Gdynia, PL;54.451129 18.323977;PL,PL;54.452187;18.328203
1275;1186;Venezia sp.j., Warszawa;4772;273871;4871;Warszawa, PL;52.231924 21.006727;PL,PL;52.219017;21.048537
1276;1231;X-Trade Brokers DM SA, Warszawa;6712;273645;92973;Warszawa, PL;52.231924 21.006727;PL,PL;52.296426;20.999222
1277;1133;Górnośląskie Przeds. Wodociągów SA, Katowice;3600;272914;15496;Katowice, PL;50.259899 19.021585;PL,PL;50.245244;19.008460
1278;1064;Agro Sieć sp. z o.o., Chełmno;4675;272782;251;Chełmno, PL;53.349392 18.423547;PL,PL;53.348415;18.423093
1279;1479;Paneltech sp. z o.o., Chorzów;2223;271919;18826;Chorzów, PL;50.297879 18.954447;PL,PL;50.298261;18.959035
1280;1303;W. Kruk SA, Kraków;4777;271241;25909;Kraków, PL;50.064529 19.983206;PL,PL;50.068833;19.996433
1281;1198;INEA SA, Poznań;6020;270868;-8536;Poznań, PL;52.440615 16.91905;PL,PL;52.441623;16.904952
1282;1324;Cortland sp. z o.o., Poznań;4778;270677;11758;Poznań, PL;52.440615 16.91905;PL,PL;52.443862;16.911154
1283;1460;PPM Firma Marcinkowscy sp. z o.o., Zbęchy Pole;1011;270634;1079;Zbęchy Pole, PL;51.986873 16.906942;Pole,;51.987115;16.906745
1284;1196;VOS Logistics Polska sp. z o.o., Warszawa;4941;270574;-2622;Warszawa, PL;52.231924 21.006727;PL,PL;52.216821;20.990680
1285;1145;FŁT Kraśnik SA, Kraśnik;2815;270507;3286;Kraśnik, PL;50.924924 22.229206;PL,PL;50.924344;22.228097
1286;963;Rockfin sp. z o.o., Małkowo;2829;269948;4243;Małkowo, PL;54.371083 18.332888;PL,PL;54.371572;18.331695
1287;1291;Fortuna sp. z o.o., Warszawa;1032;269692;-5517;Warszawa, PL;52.231924 21.006727;PL,PL;52.295007;20.985195
1288;1222;IBM BTO Business Consulting Services sp. z o.o., Kraków;6920;268990;11252;Kraków, PL;50.064529 19.983206;PL,PL;50.052969;19.979390
1289;1386;Bialchem Group, Białystok;4671;268972;13515;Białystok, PL;53.132398 23.159168;PL,PL;53.131511;23.151711
1290;1298;Star Gres sp. z o.o., Końskie;2331;268745;10265;Końskie, PL;51.19382 20.40938;PL,PL;51.198677;20.406023
1291;1336;Aliplast sp. z o.o., Lublin;2442;268643;40697;Lublin, PL;51.231292 22.568964;PL,PL;51.221800;22.565618
1292;1254;OSDW Azymut sp. z o.o., Warszawa;4690;267541;-1034;Warszawa, PL;52.231924 21.006727;PL,PL;52.216114;21.038607
1293;1111;Zakłady Tłuszczowe Bielmar sp. z o.o., Bielsko-Biała;1042;267222;7533;Bielsko-Biała, PL;49.822118 19.044894;PL,PL;49.826338;19.033333
1294;1342;Johnson Controls Akumulatory sp. z o.o., Katowice;4531;267046;14229;Katowice, PL;50.259899 19.021585;PL,PL;50.258724;19.022451
1295;1252;Bulten Polska SA, Bielsko-Biała;2594;267014;7075;Bielsko-Biała, PL;49.822118 19.044894;PL,PL;49.810428;19.051652
1296;1192;Grupa Inco SA GK, Warszawa;2041;266738;19126;Warszawa, PL;52.231924 21.006727;PL,PL;52.276984;21.041682
1297;1250;Sirmax Polska sp. z o.o., Kutno;2016;266478;38045;Kutno, PL;52.231756 19.357018;PL,PL;52.237080;19.357467
1298;1302;Polska Żegluga Bałtycka SA, Kołobrzeg;5010;266218;3996;Kołobrzeg, PL;54.175961 15.576421;PL,PL;54.175530;15.573760
1299;1197;Saur Neptun Gdańsk SA, Gdańsk;3600;266162;13355;Gdańsk, PL;54.347628 18.645203;PL,PL;54.328356;18.639894
1300;1833;Pomorskie Przeds. Mechaniczno-Torowe, Gdańsk;4212;265412;12485;Gdańsk, PL;54.347628 18.645203;PL,PL;54.347728;18.656525
1301;1267;Senetic sp. z o.o., Katowice;4652;265367;1917;Katowice, PL;50.259899 19.021585;PL,PL;50.269578;19.028765
1302;1129;Maco Productions Polonia sp. z o.o., Wrocław;2442;265226;3036;Wrocław, PL;51.108978 17.032669;PL,PL;51.130061;17.043966
1303;1595;Wolw Pol sp. z o.o., Warszawa;4771;264624;12304;Warszawa, PL;52.231924 21.006727;PL,PL;52.266250;20.972033
1304;1213;Constantia Teich Poland sp. z o.o., Kleszczów;2222;264353;38585;Kleszczów, PL;51.22165 19.30628;PL,PL;51.222459;19.309180
1305;1224;PBDiM sp. z o.o., Kobylarnia;4211;263622;4228;Kobylarnia, PL;49.676442 21.358577;PL,PL;49.678792;21.359219
1306;1513;Cofresco Poland Manuf. sp. z o.o. sp.k., Brodnica;2222;263557;6523;Brodnica, PL;53.25811 19.399433;PL,PL;53.260664;19.404934
1307;1394;Clico sp. z o.o., Kraków;6201;263473;5377;Kraków, PL;50.064529 19.983206;PL,PL;50.076245;19.967002
1308;1095;IKO Kompania Drobiarska sp. z o.o., Augustowo;1012;263157;1750;Augustowo, PL;53.324298 19.575858;PL,PL;53.324813;19.578902
1309;1073;Rovita SA, Niedomice;4639;262942;1563;Niedomice, PL;50.109828 20.894002;PL,PL;50.108554;20.893171
1310;1334;Przedsiębiorstwo Euro-Kas sp. z o.o., Katowice;4511;262940;2706;Katowice, PL;50.259899 19.021585;PL,PL;50.264745;19.030471
1311;1458;Kalter sp. z o.o., Białystok;4120;262870;3554;Białystok, PL;53.132398 23.159168;PL,PL;53.132884;23.148017
1312;1207;Grupa Rolnik, Mikołów;4639;262497;12206;Mikołów, PL;50.169181 18.904424;PL,PL;50.169374;18.904047
1313;594;Qumak SA GK, Warszawa;4690;262091;-75206;Warszawa, PL;52.231924 21.006727;PL,PL;52.218228;21.072248
1314;1268;AIC SA, Gdynia;2821;261246;46442;Gdynia, PL;54.451129 18.323977;PL,PL;54.464872;18.319030
1315;928;HB Reavis Construction PL sp. z o.o., Warszawa;4110;260991;12388;Warszawa, PL;52.231924 21.006727;PL,PL;52.198481;20.987362
1316;1082;Emerson Process Management sp. z o.o., Warszawa;4669;260898;981;Warszawa, PL;52.231924 21.006727;PL,PL;52.259947;21.042983
1317;1219;PW Lechpol sp. z o.o., Szubin;4621;260741;2475;Szubin, PL;53.01175 17.74394;PL,PL;53.010644;17.743476
1318;1938;Immobile SA, Bydgoszcz;4525;260482;6200;Bydgoszcz, PL;53.121965 18.000253;PL,PL;53.120436;18.008661
1319;1411;Neoprofil sp.j., Bielsko-Biała;2433;260316;19400;Bielsko-Biała, PL;49.822118 19.044894;PL,PL;49.829640;19.043105
1320;1523;Okręgowa Spółdzielnia Mleczarska, Bieruń;1051;260312;18187;Bieruń, PL;50.093192 19.091826;PL,PL;50.090040;19.093932
1321;1618;Becker-Warkop sp. z o.o., Świerklany;2892;260250;1907;Świerklany, PL;50.028971 18.579048;PL,PL;50.026116;18.577745
1322;1319;PCF Procefar sp. z o.o., Wrocław;4646;260193;2049;Wrocław, PL;51.108978 17.032669;PL,PL;51.124979;17.014188
1323;1188;Kreisel Technika Budowlana sp. z o.o. GK, Poznań;2052;260171;15498;Poznań, PL;52.440615 16.91905;PL,PL;52.437035;16.895998
1324;1216;Aquila Radomsko sp. z o.o., Radomsko;1721;259801;18447;Radomsko, PL;51.067793 19.4447;PL,PL;51.063506;19.445437
1325;;Prosperplast 1 sp. z o.o., Rybarzowice;2222;259040;4489;Rybarzowice, PL;49.730031 19.095857;PL,PL;49.729535;19.097018
1326;1507;Citronex Mop sp. z o.o. sp.k., Zgorzelec;5510;258764;5044;Zgorzelec, PL;51.1477 15.007903;PL,PL;51.149771;15.008087
1327;1315;DWS Draexlmaier sp. z o.o., Jelenia Góra;2932;258763;8144;Jelenia Góra, PL;50.903103 15.734431;Góra,;50.901275;15.734287
1328;1278;Hörmann Polska sp. z o.o., Komorniki;4673;258718;1299;Komorniki, PL;51.717222 19.492778;PL,PL;51.717493;19.497496
1329;939;Ursus SA, Lublin;2830;258611;-4266;Lublin, PL;51.231292 22.568964;PL,PL;51.241620;22.565514
1330;1606;Adama Manufacturing Poland SA, Brzeg Dolny;2020;258513;12092;Brzeg Dolny, PL;51.267123 16.722741;Dolny,;51.271163;16.728347
1331;1807;PBE Elbud sp. z o.o., Katowice;4222;258461;3468;Katowice, PL;50.259899 19.021585;PL,PL;50.266978;19.015321
1332;1246;Firma Kojs, Jabłonka;1011;258390;9110;Jabłonka, PL;49.439369 13.703001;PL,PL;49.439928;13.699077
1333;1290;Donauchem Polska sp. z o.o., Poznań;4675;257788;8969;Poznań, PL;52.440615 16.91905;PL,PL;52.461774;16.925623
1334;1357;PCO SA, Warszawa;2651;257783;27508;Warszawa, PL;52.231924 21.006727;PL,PL;52.198301;21.061380
1335;1309;Schindler Polska sp. z o.o., Warszawa;4329;257439;12457;Warszawa, PL;52.231924 21.006727;PL,PL;52.197867;21.042820
1336;1169;Lajkonik Snacks sp. z o.o., Skawina;1072;256950;25935;Skawina, PL;49.974751 19.82657;PL,PL;49.969941;19.826208
1337;1598;Inoutic Deceuninck sp. z o.o., Jasin;2223;256733;553;Jasin, PL;51.772203 19.5278;PL,PL;51.772662;19.527267
1338;1325;Eurobox Polska sp. z o.o., Ujazd;1721;256728;5910;Ujazd, PL;51.715523 19.465674;PL,PL;51.720014;19.468441
1339;1304;C.M.C. sp. z o.o., Andrychów;1624;256471;6330;Andrychów, PL;49.855579 19.343676;PL,PL;49.859067;19.342178
1340;1420;Zakład Przetwórstwa Mleka Mlecz sp. z o.o., Wolsztyn;1051;256329;41;Wolsztyn, PL;52.11725 16.112662;PL,PL;52.114187;16.109896
1341;1313;GTX Hanex Plastic sp. z o.o., Dąbrowa Gónicza;2222;255703;588;Dąbrowa Gónicza, PL;39.78373 -100.445882;Gónicza,;39.786817;-100.450713
1342;1565;P.A. Nova SA GK, Gliwice;4110;255346;25024;Gliwice, PL;50.294113 18.665731;PL,PL;50.286494;18.674658
1343;1312;Besta PB sp. z o.o., Rzeszów;4120;255108;10029;Rzeszów, PL;50.037453 22.004717;PL,PL;50.030574;22.007999
1344;1365;Boltech sp. z o.o., Bukowno;2443;254944;3100;Bukowno, PL;50.269778 19.463813;PL,PL;50.267402;19.464952
1345;1140;Roleski s.j., Zgłobice;1084;254045;16368;Zgłobice, PL;49.976898 20.911143;PL,PL;49.976027;20.908302
1346;1218;Gdańsk Transport Company SA, Sopot;4211;253717;177232;Sopot, PL;54.444667 18.568587;PL,PL;54.446066;18.573318
1347;1241;Dupont Poland sp. z o.o., Warszawa;4690;253343;16538;Warszawa, PL;52.231924 21.006727;PL,PL;52.222822;20.991788
1348;1484;Extral sp. z o.o., Żory;2550;253232;22062;Żory, PL;50.045496 18.694348;PL,PL;50.044300;18.695608
1349;1000;Amgen sp. z o.o., Warszawa;4646;253188;3757;Warszawa, PL;52.231924 21.006727;PL,PL;52.254344;20.985152
1350;1143;Hodowla i Ubój Indyka Biodama sp. z o.o., Sława;1012;253009;17285;Sława, PL;51.8807 16.07025;PL,PL;51.880291;16.068421
1351;1258;Brammer SA, Kolbuszowa;4690;252648;244;Kolbuszowa, PL;50.243328 21.775456;PL,PL;50.246008;21.773807
1352;;Praxis Invent sp. z o.o. sp.k., Warszawa;4666;252485;202;Warszawa, PL;52.231924 21.006727;PL,PL;52.244706;21.017277
1353;1316;Kross SA, Przasnysz;3092;252392;16002;Przasnysz, PL;53.019022 20.880403;PL,PL;53.020134;20.881018
1354;1256;Bischof + Klein Polska GMBH sp.k., Walce;2222;252290;14063;Walce, PL;50.371591 18.004794;PL,PL;50.372734;18.006537
1355;1220;Gedeon Richter Polska sp. z o.o.,Grodzisk Mazowiecki;2120;252051;28685;Grodzisk Mazowiecki, PL;52.106622 20.631344;Mazowiecki,;52.107139;20.629674
1356;1387;PUH Zdunek sp. z o.o., Gdańsk;4511;251915;2421;Gdańsk, PL;54.347628 18.645203;PL,PL;54.337125;18.631053
1357;1183;CBRE Corporate Outsourcing sp. z o.o., Warszawa;6832;251503;18576;Warszawa, PL;52.231924 21.006727;PL,PL;52.226415;21.010561
1358;1289;Gdańskie Autobusy i Tramwaje sp. z o.o., Gdańsk;4931;251479;4549;Gdańsk, PL;54.347628 18.645203;PL,PL;54.353449;18.629368
