Poz20167;Poz2016;Firma;PKD;Przychody;WynikNett;siedziba;excoords;q;xcoord;ycoord
989;968;Uni Truck sp. z o.o., Zielona Góra;4520;367162;4961;Zielona Góra, PL;51.938334 15.504995;Góra,;51.938488;15.510795
990;855;CTC sp. z o.o., Ruda Śląska;4519;366804;8530;Ruda Śląska, PL;50.273242 18.859407;Śląska,;50.279685;18.863883
991;887;Bahlsen sp. z o.o., Skawina;1072;366350;15537;Skawina, PL;49.974751 19.82657;PL,PL;49.978421;19.823106
992;886;Alpan sp.j., Warszawa;4633;366272;1747;Warszawa, PL;52.231924 21.006727;PL,PL;52.208067;21.036290
993;923;Drumet Liny i Druty sp. z o.o., Włocławek;2434;365972;25433;Włocławek, PL;52.651059 19.064102;PL,PL;52.650716;19.064707
994;1002;Food Service sp. z o.o., Rawa Mazowiecka;1011;365566;5713;Rawa Mazowiecka, PL;51.762493 20.251929;Mazowiecka,;51.759793;20.250321
995;919;R. Twining and Company sp. z o.o., Swarzędz;1083;365490;63167;Swarzędz, PL;52.404004 17.075411;PL,PL;52.405551;17.076836
996;940;Norgips sp. z o.o. sp.k., Warszawa;4673;365227;21389;Warszawa, PL;52.231924 21.006727;PL,PL;52.228426;21.027646
997;1410;PHZ Baltona SA, Warszawa;7010;365225;-1604;Warszawa, PL;52.231924 21.006727;PL,PL;52.203415;21.025941
998;974;Ferro SA GK, Skawina;4690;364679;11064;Skawina, PL;49.974751 19.82657;PL,PL;49.978717;19.828502
999;987;Salamander Window & Door Systems SA, Włocławek;2223;364485;12708;Włocławek, PL;52.651059 19.064102;PL,PL;52.647398;19.063550
1000;967;Scawar sp. z o.o., Warszawa;4690;364317;1765;Warszawa, PL;52.231924 21.006727;PL,PL;52.275874;21.019243
1001;976;Optimum Mark sp. z o.o., Warszawa;7740;363379;302447;Warszawa, PL;52.231924 21.006727;PL,PL;52.253217;21.038268
1002;1016;Korona Candles SA, Wieluń;3299;362438;15648;Wieluń, PL;51.220535 18.570108;PL,PL;51.217334;18.572640
1003;1106;Okręgowa Spółdzielnia Mleczarska, Radomsko;1051;361667;4456;Radomsko, PL;51.067793 19.4447;PL,PL;51.070099;19.442997
1004;929;Bioton SA GK, Warszawa;2110;361649;-7266;Warszawa, PL;52.231924 21.006727;PL,PL;52.174895;21.026890
1005;993;VOSSA Automotive Polska, Nowa Wieś Legnicka;2932;361647;24966;Nowa Wieś Legnicka, PL;51.152456 16.173995;Wieś;51.151938;16.176367
1006;1066;Polska Grupa Odlewnicza SA GK, Katowice;2751;360692;6870;Katowice, PL;50.259899 19.021585;PL,PL;50.269687;19.024349
1007;990;Oriflame Products Poland sp. z o.o., W-wa;2042;360651;18018;W-wa, PL;-38.822628 -68.05733;PL,PL;-38.828125;-68.058440
1008;1211;Kik Textil sp. z o.o., Wrocław;4719;360643;11422;Wrocław, PL;51.108978 17.032669;PL,PL;51.114962;17.026207
1009;1045;Linde Material Holding Polska sp. z o.o., Warszawa;3312;359138;19833;Warszawa, PL;52.231924 21.006727;PL,PL;52.178017;21.022132
1010;934;Erontrans sp. z o.o., Pruszcz Gdański;4941;359119;-3713;Pruszcz Gdański, PL;54.260608 18.643225;Gdański,;54.257583;18.643227
1011;888;Claas Polska sp. z o.o., Buk;4661;358351;6348;Buk, PL;52.357408 16.51668;PL,PL;52.358503;16.519434
1012;995;Kabel Technik Polska sp. z o.o., Czaplinek;2931;358010;9314;Czaplinek, PL;53.560673 16.231943;PL,PL;53.558929;16.231842
1013;1072;Asseco Data Systems SA, Warszawa;6201;357511;3704;Warszawa, PL;52.231924 21.006727;PL,PL;52.210314;21.017831
1014;1047;Herbapol Lublin SA GK, Lublin;1089;357202;45262;Lublin, PL;51.231292 22.568964;PL,PL;51.239493;22.571026
1015;988;JOT-Ł sp. z o.o., Wrocław;4639;356407;11797;Wrocław, PL;51.108978 17.032669;PL,PL;51.126052;17.018881
1016;1070;Sklepy Komfort SA, Łódź;4760;355913;-3242;Łódź, PL;51.768732 19.456991;PL,PL;51.768248;19.441582
1017;915;Firma Kabanos sj, Jabłonka;1011;355218;10907;Jabłonka, PL;49.439369 13.703001;PL,PL;49.442024;13.703654
1018;1096;Convert PL sp. z o.o., Gostyń;1712;354760;23141;Gostyń, PL;51.884934 17.013286;PL,PL;51.888244;17.011847
1019;1012;InPost SA, Kraków;5320;354435;-27314;Kraków, PL;50.064529 19.983206;PL,PL;50.036122;19.984524
1020;920;Adama Polska sp. z o.o., Warszawa;4611;353906;5648;Warszawa, PL;52.231924 21.006727;PL,PL;52.238942;21.014716
1021;1050;Polskie Mięso i Wędliny Łukosz sp. z o.o., Chybie;1013;353204;3235;Chybie, PL;49.896896 18.815197;PL,PL;49.896724;18.812473
1022;959;Iglotex Dystrybucja sp. z o.o., Gdynia;4639;352156;-9030;Gdynia, PL;54.451129 18.323977;PL,PL;54.460151;18.333561
1023;1033;GPW SA GK, Warszawa;6611;351956;156091;Warszawa, PL;52.231924 21.006727;PL,PL;52.209697;20.962147
1024;983;Rywal-RHC sp. z o.o., Warszawa;4690;351799;9694;Warszawa, PL;52.231924 21.006727;PL,PL;52.286026;21.002789
1025;1006;Open Finance SA GK, Warszawa;6619;351655;-18173;Warszawa, PL;52.231924 21.006727;PL,PL;52.196530;20.957039
1026;1159;Geofizyka Toruń SA, Toruń;7112;351399;2675;Toruń, PL;53.021067 18.618612;PL,PL;53.010690;18.618685
1027;1379;Mostostal Kraków SA, Kraków;4399;351384;11097;Kraków, PL;50.064529 19.983206;PL,PL;50.045719;19.974807
1028;901;Skłodowski sp.j., Zaręby Kościelne;4675;351083;3736;Zaręby Kościelne, PL;52.757119 22.124824;Kościelne,;52.757685;22.127116
1029;1172;Polski Gaz SA, Warszawa;4671;350867;3042;Warszawa, PL;52.231924 21.006727;PL,PL;52.208020;21.054733
1030;1056;Accenture Services sp. z o.o., Warszawa;7022;350738;21817;Warszawa, PL;52.231924 21.006727;PL,PL;52.200636;20.989574
1031;946;Mapei Polska sp. z o.o., Gliwice;2030;350359;31649;Gliwice, PL;50.294113 18.665731;PL,PL;50.295281;18.660967
1032;1011;Latex Opony sp. z o.o., Opole;4531;350315;5937;Opole, PL;50.666818 17.923641;PL,PL;50.668523;17.928714
1033;964;Altus TFI SA, Warszawa;6630;350234;79852;Warszawa, PL;52.231924 21.006727;PL,PL;52.231918;20.942045
1034;953;Majster SA, Rzeszów;4673;350043;19324;Rzeszów, PL;50.037453 22.004717;PL,PL;50.038463;22.012452
1035;921;ATR Agrohandel sp. z o.o., Stargard;4621;349397;1255;Stargard, PL;53.337994 15.035049;PL,PL;53.336129;15.035266
1036;938;Olimp Laboratories sp. z o.o. GK, Dębica;1086;349377;27084;Dębica, PL;50.05131 21.41085;PL,PL;50.052131;21.409644
1037;1019;Backer OBR sp. z o.o., Pyrzyce;2521;348823;25264;Pyrzyce, PL;53.1457 14.89267;PL,PL;53.144535;14.895649
1038;1049;Chespa sp. z o.o., Krapkowice;4675;348785;3822;Krapkowice, PL;50.474741 17.967526;PL,PL;50.478358;17.967438
1039;1078;Xella Polska sp. z o.o., Warszawa;2361;348649;18261;Warszawa, PL;52.231924 21.006727;PL,PL;52.221470;21.008448
1040;810;Valmet Automotive sp. z o.o., Żary;2920;348614;17784;Żary, PL;51.638516 15.142249;PL,PL;51.637125;15.143404
1041;1310;Staropolskie Specjały sp. z o.o., Goczałkowice-Zdrój;1011;348463;-39200;Goczałkowice-Zdrój, PL;49.94372 18.96605;PL,PL;49.945886;18.963962
1042;725;MMP Neupack Polska sp. z o.o., Bydgoszcz;1721;348147;44288;Bydgoszcz, PL;53.121965 18.000253;PL,PL;53.125519;18.004187
1043;1104;Ostróda Yacht sp. z o.o., Ostróda;3012;347848;23074;Ostróda, PL;53.697235 19.969578;PL,PL;53.694995;19.969178
1044;1075;H. B. Crab sp.j., Rybnik;4730;347722;8661;Rybnik, PL;49.679209 13.228687;PL,PL;49.677484;13.225710
1045;1223;Agro-Handel sp. z o.o., Krzywiń;1511;347592;7890;Krzywiń, PL;51.962928 16.819295;PL,PL;51.960411;16.819622
1046;1035;Toya SA GK, Wrocław;4690;347541;40306;Wrocław, PL;51.108978 17.032669;PL,PL;51.128621;17.042981
1047;977;Świecie Recykling sp. z o.o., Świecie;4677;347332;223;Świecie, PL;53.407252 18.445525;PL,PL;53.404337;18.449254
1048;1193;Goodmills Polska sp. z o.o., Poznań;1061;347214;20783;Poznań, PL;52.440615 16.91905;PL,PL;52.427519;16.915928
1049;997;Hellmann Worldwide Logistics Polska, Raszyn;4841;347100;2897;Raszyn, PL;52.158333 20.924167;PL,PL;52.153918;20.924586
1050;1156;PPUH Autopart Jacek Bąk sp. z o.o., Mielec;2720;346944;4303;Mielec, PL;49.469489 13.604368;PL,PL;49.475908;13.600425
1051;945;MPK sp. z o.o., Poznań;4931;346933;-14439;Poznań, PL;52.440615 16.91905;PL,PL;52.450796;16.908431
1052;1378;Adamietz sp. z o.o., Strzelce Opolskie;4120;346611;5478;Strzelce Opolskie, PL;50.515027 18.30097;Opolskie,;50.514269;18.297396
1053;937;Kronospan Chemical Szczecinek sp. z o.o., Szczecinek;2014;346500;5939;Szczecinek, PL;53.708021 16.694392;PL,PL;53.703401;16.692675
1054;1107;Fresh Logistics Polska sp. z o.o., Gądki;4941;346073;28998;Gądki, PL;52.3126 17.046621;PL,PL;52.313838;17.043293
1055;1189;Chodzeń sp. z o.o. sp.k., Piaseczno;4511;345338;9988;Piaseczno, PL;53.58206 16.13332;PL,PL;53.584246;16.133111
1056;933;Vivus Finance sp. z o.o., Warszawa;6492;344608;95240;Warszawa, PL;52.231924 21.006727;PL,PL;52.271437;20.991752
1057;984;Arhelan sp. z o.o. sp.k., Bielsk Podlaski;4711;344593;5175;Bielsk Podlaski, PL;52.768756 23.192562;Podlaski,;52.768845;23.194636
1058;868;XPO Transport Solutions sp. z o.o., Płoty;4941;344096;85;Płoty, PL;53.803095 15.266399;PL,PL;53.801922;15.264703
1059;914;ZAP Sznajder Batterien SA, Piastów;2720;343165;25876;Piastów, PL;52.18261 20.841374;PL,PL;52.184770;20.842433
1060;1005;Fresh World International sp. z o.o., Bronisze;4631;342489;1132;Bronisze, PL;54.272813 22.441635;PL,PL;54.271181;22.442068
1061;1052;Develey Polska sp. z o.o., Warszawa;1084;342225;14630;Warszawa, PL;52.231924 21.006727;PL,PL;52.199548;21.039267
1062;957;Eurotel SA GK, Gdańsk;4666;341608;11657;Gdańsk, PL;54.347628 18.645203;PL,PL;54.353138;18.660509
1063;1210;PPHU Laktopol sp. z o.o., Warszawa;1051;341574;8734;Warszawa, PL;52.231924 21.006727;PL,PL;52.245092;21.032628
1064;1083;DHL Exel Supply Chain (Poland) sp. z o.o., Warszawa;5210;341164;-4268;Warszawa, PL;52.231924 21.006727;PL,PL;52.284542;21.036713
1065;1469;Grupa Agrocentrum sp. z o.o., Łomża;1091;340392;8735;Łomża, PL;53.17507 22.072755;PL,PL;53.176776;22.076461
1066;1007;Zakłady Wapiennicze Lhoist SA, Tarnów Opolski;2352;340012;50193;Tarnów Opolski, PL;50.580341 18.082716;Opolski,;50.579766;18.080793
1067;902;Phoenix Pharma Polska sp. z o.o., Warszawa;5146;339776;6897;Warszawa, PL;52.231924 21.006727;PL,PL;52.273343;20.953042
1068;999;PZA Multi Pharme SA, Łomża;4646;339540;2047;Łomża, PL;53.17507 22.072755;PL,PL;53.174028;22.069999
1069;911;Rella Investments sp. z o.o., Poznań;4711;339245;-15149;Poznań, PL;52.440615 16.91905;PL,PL;52.437982;16.921956
1070;795;Tajmax s.j., Kraków;4759;339232;1391;Kraków, PL;50.064529 19.983206;PL,PL;50.086927;19.968465
1071;1181;Tarmax sp. z o.o. sp.k., Rzeszów;4772;338377;40764;Rzeszów, PL;50.037453 22.004717;PL,PL;50.031382;21.999412
1072;1115;Martex sp. z o.o., Rybnik;4531;337908;10822;Rybnik, PL;49.679209 13.228687;PL,PL;49.683551;13.222913
1073;1208;Spółdzielnia Mleczarska, Ryki;1051;337346;68;Ryki, PL;51.626697 21.935696;PL,PL;51.627424;21.938017
1074;896;TP Teltech sp. z o.o., Łódź;4222;336464;3401;Łódź, PL;51.768732 19.456991;PL,PL;51.773796;19.474102
1075;841;Intersilesia McBride Polska sp. z o.o., Strzelce Opolskie;2041;336431;-2748;Strzelce Opolskie, PL;50.515027 18.30097;Opolskie,;50.515022;18.297602
1076;1063;Hutmen SA, Warszawa;2444;335770;48;Warszawa, PL;52.231924 21.006727;PL,PL;52.196853;21.028097
1077;1067;Nagel Polska sp. z o.o., Komorniki;4941;335532;5298;Komorniki, PL;51.717222 19.492778;PL,PL;51.723949;19.495829
1078;1226;PH Konrad, Łomża;4623;335310;16204;Łomża, PL;53.17507 22.072755;PL,PL;53.172479;22.075040
1079;1001;Havas Media sp. z o.o., Rembertów;7311;335223;11059;Rembertów, PL;52.261415 21.162819;PL,PL;52.260049;21.162722
1080;1170;Mago SA, Nadarzyn;3101;335121;5434;Nadarzyn, PL;52.094722 20.8075;PL,PL;52.092260;20.810461
1081;903;Ghelamco Poland sp. z o.o., Warszawa;4120;334709;5106;Warszawa, PL;52.231924 21.006727;PL,PL;52.249511;20.949334
1082;374;Stocznia Remontowa Shipbuilding SA GK, Gdańsk;3011;334706;8674;Gdańsk, PL;54.347628 18.645203;PL,PL;54.360925;18.645919
1083;1079;Marflex-M.J. Maillis Poland, Karczew;2222;334156;-9692;Karczew, PL;52.07828 21.250807;PL,PL;52.075194;21.250826
1084;898;Metro Properties sp. z o.o., Warszawa;6820;334004;-87867;Warszawa, PL;52.231924 21.006727;PL,PL;52.264360;20.981281
1085;1381;Glob-Terminal sp. z o.o., Białystok;4671;333711;6173;Białystok, PL;53.132398 23.159168;PL,PL;53.128805;23.157729
1086;1062;Liberty Poland SA, Chorzów;4742;332232;-2866;Chorzów, PL;50.297879 18.954447;PL,PL;50.296027;18.959934
1087;1125;Real SA, Siedlce;1039;332093;b.d.;Siedlce, PL;52.166375 22.276514;PL,PL;52.164488;22.285699
1088;949;Sanha Polska sp. z o.o., Legnica;2593;332008;2186;Legnica, PL;51.208209 16.160228;PL,PL;51.205423;16.153980
1089;991;PPHU Visscher Caravelle Poland sp. z o.o., Grudziądz;1393;331967;15591;Grudziądz, PL;53.487648 18.755776;PL,PL;53.492201;18.756803
1090;1090;Polski Ogród sp. z o.o., Warszawa;1039;331287;12816;Warszawa, PL;52.231924 21.006727;PL,PL;52.294921;20.987825
1091;950;SMG Poland sp. z o.o., Warszawa;7312;330724;12313;Warszawa, PL;52.231924 21.006727;PL,PL;52.207911;21.046318
1092;1173;RZD Res-Drob sp. z o.o., Rzeszów;1012;330702;7880;Rzeszów, PL;50.037453 22.004717;PL,PL;50.026989;22.002349
1093;1244;PW Dremex sp. z o.o., Rudna Mała;2593;330480;7517;Rudna Mała, PL;51.631201 16.683288;Mała,;51.632102;16.683748
1094;948;Bonduelle Polska SA, Warszawa;1039;330460;7963;Warszawa, PL;52.231924 21.006727;PL,PL;52.199416;21.015957
1095;1117;Archicom SA GK, Wrocław;4110;330285;57282;Wrocław, PL;51.108978 17.032669;PL,PL;51.089874;17.029157
1096;1077;Kärcher sp. z o.o., Kraków;4690;329315;19473;Kraków, PL;50.064529 19.983206;PL,PL;50.064631;20.005206
1097;1597;Track Tec SA, Warszawa;2361;328864;24081;Warszawa, PL;52.231924 21.006727;PL,PL;52.278262;21.051621
1098;1202;LG Chem Poland sp. z o.o., Kobierzyce;2670;328806;6967;Kobierzyce, PL;50.972059 16.929812;PL,PL;50.970103;16.922574
1099;1152;Makita sp. z o.o., Bielsko-Biała;5170;328640;37036;Bielsko-Biała, PL;49.822118 19.044894;PL,PL;49.818407;19.043966
1100;1157;CCC Factory sp. z o.o., Polkowice;1520;328629;22650;Polkowice, PL;51.503929 16.071337;PL,PL;51.503754;16.078040
1101;382;Konspol Holding sp. z o.o., Warszawa;1013;328114;3800;Warszawa, PL;52.231924 21.006727;PL,PL;52.251950;21.040405
1102;1032;Sodexo Polska sp. z o.o., Warszawa;5629;327751;7268;Warszawa, PL;52.231924 21.006727;PL,PL;52.190698;21.021942
1103;917;Karmar SA, Warszawa;4120;327642;-64932;Warszawa, PL;52.231924 21.006727;PL,PL;52.256670;20.947980
1104;1168;Zakłady Produkcji Kruszyw Rupińscy sp.j., Szumowo;812;327442;36726;Szumowo, PL;52.930874 22.097851;PL,PL;52.930887;22.096240
1105;1276;Zakład Drobiarski w Stasinie sp. z o.o., Paprotnia;1012;327407;3192;Paprotnia, PL;50.536626 16.6206;PL,PL;50.538437;16.622305
1106;881;Przedsiębiorstwo Drobiarskie Wyrębski, Wróblew;1012;327085;166;Wróblew, PL;51.986495 19.249695;PL,PL;51.986080;19.248931
1107;1280;Galon sp. z o.o., Świętochłowice;4671;327027;815;Świętochłowice, PL;50.290706 18.921403;PL,PL;50.293557;18.918097
1108;1038;Dürr Poland sp. z o.o., Radom;7112;326835;8419;Radom, PL;51.40107 21.153411;PL,PL;51.392438;21.155579
1109;1021;Messer Polska sp. z o.o., Chorzów;2011;326411;12713;Chorzów, PL;50.297879 18.954447;PL,PL;50.299190;18.956550
1110;1025;Arche sp. z o.o. GK, Warszawa;4120;326330;27188;Warszawa, PL;52.231924 21.006727;PL,PL;52.222686;20.967524
1111;1026;Trouw Nutrition Polska sp. z o.o., Grodzisk Mazowiecki;1091;326309;18696;Grodzisk Mazowiecki, PL;52.106622 20.631344;Mazowiecki,;52.114091;20.630566
1112;998;PPG Industries Poland sp. z o.o., Gliwice;2561;326153;6324;Gliwice, PL;50.294113 18.665731;PL,PL;50.294426;18.653346
1113;1338;PPHU Petrol Hawen sp.j., Piła;4671;325969;2592;Piła, PL;49.413967 12.856068;PL,PL;49.411889;12.853999
1114;1215;Orion Pu sp. z o.o., Dzierżoniów;2030;325942;9709;Dzierżoniów, PL;50.730263 16.654655;PL,PL;50.728245;16.652146
1115;986;Seoyon Electronics Poland sp. z o.o., Gliwice;2910;325837;3428;Gliwice, PL;50.294113 18.665731;PL,PL;50.294872;18.653849
1116;620;Best Oil sp. z o.o., Leszno;1041;325172;-3112;Leszno, PL;51.84365 16.574414;PL,PL;51.846563;16.572335
1117;1122;Supros sp. z o.o., Bakałarzewo;4621;324972;773;Bakałarzewo, PL;54.081234 22.644079;PL,PL;54.082101;22.642857
1118;1076;Paged-Sklejka SA, Morąg;1621;324452;14128;Morąg, PL;53.911998 19.92799;PL,PL;53.913251;19.926161
1119;1179;ETO Magnetic sp. z o.o., Wrocław;2611;324084;17785;Wrocław, PL;51.108978 17.032669;PL,PL;51.122839;17.037339
1120;1138;Centrum Medyczne Enel-Med SA, Warszawa;8622;323728;-3306;Warszawa, PL;52.231924 21.006727;PL,PL;52.199714;21.028516
1121;1061;HTL-Strefa SA, Ozorków;3250;323600;73631;Ozorków, PL;51.96361 19.291811;PL,PL;51.958237;19.292539
1122;1091;A Kayser Automotive Systems Polska, Batorowo;2932;323515;565;Batorowo, PL;54.242222 19.351111;PL,PL;54.242431;19.354511
1123;1182;EXG Investments SA, Częstochowa;6612;322739;1673;Częstochowa, PL;50.812047 19.113213;PL,PL;50.809563;19.113461
1124;1060;Tuplex sp. z o.o., Warszawa;4676;322571;14303;Warszawa, PL;52.231924 21.006727;PL,PL;52.287321;20.967372
1125;1242;Carserwis sp. z o.o., Warszawa;4511;322546;1917;Warszawa, PL;52.231924 21.006727;PL,PL;52.181810;20.993730
1126;1088;Przedsiębiorstwo Metali Nieżelaznych Bobrek sp.j.;3832;322291;15479;Bobrek, PL;50.284785 19.239858;PL,PL;50.285911;19.241688
1127;826;Sygnity SA GK, Warszawa;6201;322264;-123315;Warszawa, PL;52.231924 21.006727;PL,PL;52.270633;20.971920
1128;1311;Ekoinstal sp. z o.o. sp.k., Katowice;2561;322161;12715;Katowice, PL;50.259899 19.021585;PL,PL;50.272003;19.013976
1129;1261;Siniat sp. z o.o., Warszawa;2362;321374;35123;Warszawa, PL;52.231924 21.006727;PL,PL;52.258696;20.959252
1130;1055;MPO sp. z o.o. GK, Kraków;8413;320887;3153;Kraków, PL;50.064529 19.983206;PL,PL;50.059980;20.003976
1131;1299;Wawrzaszek ISS sp. z o.o. sp.k. GK, Bielsko-Biała;2910;320212;8258;Bielsko-Biała, PL;49.822118 19.044894;PL,PL;49.813026;19.045822
1132;1376;Korbanek sp. z o.o., Tarnowo Podgórne;4661;319855;5732;Tarnowo Podgórne, PL;52.465745 16.666445;Podgórne,;52.468143;16.659097
1133;796;PPF Hasco-Lek SA GK, Wrocław;2120;318912;1439;Wrocław, PL;51.108978 17.032669;PL,PL;51.121525;17.033912
1134;951;Firma Handlowa Davis, Bielsko-Biała;8130;318859;25382;Bielsko-Biała, PL;49.822118 19.044894;PL,PL;49.829396;19.045062
1135;1086;Stalexport Autostrady SA GK, Katowice;4211;318831;153382;Katowice, PL;50.259899 19.021585;PL,PL;50.263864;19.032875
1136;1155;Mercor SA GK, Gdańsk;4120;318467;11729;Gdańsk, PL;54.347628 18.645203;PL,PL;54.344980;18.639412
1137;1015;Zakłady Wodociągów i Kanalizacji sp. z o.o., Łódź;3600;318379;5734;Łódź, PL;51.768732 19.456991;PL,PL;51.782788;19.469459
1138;1217;Pipelife Polska SA, Krokowa;2221;316953;7083;Krokowa, PL;54.778814 18.163221;PL,PL;54.777513;18.162001
1139;1014;MPK Wrocław sp. z o.o., Wrocław;4931;316184;-26175;Wrocław, PL;51.108978 17.032669;PL,PL;51.103852;17.017012
1140;960;NDI SA, Sopot;4120;316124;8836;Sopot, PL;54.444667 18.568587;PL,PL;54.440409;18.565391
1141;1092;Stalexport Autostrada Małopolska SA, Mysłowice;4211;314776;146125;Mysłowice, PL;50.241472 19.141453;PL,PL;50.242591;19.141366
1142;1114;Atlantic sp. z o.o., Kobylnica;4638;314534;5343;Kobylnica, PL;54.448608 16.981289;PL,PL;54.448078;16.984060
1143;1071;Dobroplast Fabryka Okien sp. z o.o., Stary Laskowiec;2223;314231;-13101;Stary Laskowiec, PL;52.951945 22.295569;Laskowiec,;52.950953;22.294568
1144;;Top Secret sp. z o.o., Łódź;4771;314038;5034;Łódź, PL;51.768732 19.456991;PL,PL;51.760755;19.474170
1145;1031;Marma Polskie Folie sp. z o.o., Warszawa;2222;313197;21316;Warszawa, PL;52.231924 21.006727;PL,PL;52.231682;20.975987
1146;1080;Konica Minolta BSP sp. z o.o., Warszawa;4666;313053;11980;Warszawa, PL;52.231924 21.006727;PL,PL;52.275972;21.041391
1147;1199;Petrochemia-Blachownia SA, Kędzierzyn-Koźle;2014;312057;-5205;Kędzierzyn-Koźle, PL;50.342506 18.203659;PL,PL;50.340397;18.200817
1148;1128;EMC Instytut Medyczny SA GK, Wrocław;8621;311501;747;Wrocław, PL;51.108978 17.032669;PL,PL;51.124035;17.051907
1149;1259;Blachprofil 2 sp. z o.o., Kraków;4673;311358;4649;Kraków, PL;50.064529 19.983206;PL,PL;50.084324;19.991142
1150;965;CTL Logistics sp. z o.o., Katowice;4920;310847;3946;Katowice, PL;50.259899 19.021585;PL,PL;50.266174;19.029120
1151;1108;Polimex Energetyka sp. z o.o., Warszawa;3320;310687;-38881;Warszawa, PL;52.231924 21.006727;PL,PL;52.246211;20.989631
1152;1944;International Paper Cellulose Fibers, Gdańsk;1711;310680;40918;Gdańsk, PL;54.347628 18.645203;PL,PL;54.357386;18.629681
1153;833;Refresco sp. z o.o., Kęty;1107;310416;-13756;Kęty, PL;49.881772 19.230204;PL,PL;49.879760;19.227737
1154;1150;Polmos Bielsko Biała SA, Bielsko-Biała;1101;309579;2108;Bielsko-Biała, PL;49.822118 19.044894;PL,PL;49.820976;19.027949
1155;989;Polskie Młyny SA, Warszawa;1061;309428;-7896;Warszawa, PL;52.231924 21.006727;PL,PL;52.191254;21.027978
1156;1124;Avantor Performance Materials Poland SA, Gliwice;2013;309352;25047;Gliwice, PL;50.294113 18.665731;PL,PL;50.292447;18.671157
1157;1059;Vive Textile Recycling sp. z o.o., Kielce;4690;308728;5064;Kielce, PL;50.871788 20.630835;PL,PL;50.866441;20.637249
1158;1057;Farm Frites Poland SA, Lębork;1031;308424;20070;Lębork, PL;54.53915 17.747227;PL,PL;54.541107;17.744605
1159;1167;ST 3 Offshore sp. z o.o., Szczecin;2511;307701;-96054;Szczecin, PL;50.276037 9.90885;PL,PL;50.284521;9.915299
1160;1307;PW Batna, Częstochowa;4652;307109;8040;Częstochowa, PL;50.812047 19.113213;PL,PL;50.815154;19.104649
1161;1308;PW Batna sp. z o.o., Częstochowa;4652;307109;8040;Częstochowa, PL;50.812047 19.113213;PL,PL;50.815283;19.105045
1162;1093;Knauf Bełchatów sp. z o.o., Rogowiec;2362;306189;51794;Rogowiec, PL;50.693407 16.314926;PL,PL;50.695285;16.317050
1163;1153;PCC Intermodal SA, Gdynia;5221;306173;1232;Gdynia, PL;54.451129 18.323977;PL,PL;54.456202;18.323618
1164;1040;Ferrum SA GK, Katowice;2420;305757;-46857;Katowice, PL;50.259899 19.021585;PL,PL;50.273369;19.021889
1165;1043;O-I Produkcja Polska SA, Jarosław;2313;305656;19420;Jarosław, PL;50.015903 22.679657;PL,PL;50.015573;22.681388
1166;1022;Global Cosmed SA, Radom;2042;305519;-78249;Radom, PL;51.40107 21.153411;PL,PL;51.400875;21.157398
1167;1361;Galeon sp. z o.o. sp.k., Straszyn;3012;305368;14231;Straszyn, PL;54.272249 18.58231;PL,PL;54.270404;18.584676
1168;1074;Bartex-Bartol sp. z o.o. sp.k., Nowy Tomyśl;1103;305287;37010;Nowy Tomyśl, PL;52.317764 16.129155;Tomyśl,;52.316994;16.134387
1169;1084;Sano sp. z o.o., Koszalin;4711;304932;-7368;Koszalin, PL;54.19092 16.17707;PL,PL;54.188582;16.172259
1170;1099;Grupa Topex sp. z o.o. sk, Warszawa;4674;304819;b.d.;Warszawa, PL;52.231924 21.006727;PL,PL;52.261669;20.959839
1171;1116;PPH Legs sp. z o.o., Aleksandrów Łódzki;4641;304301;19055;Aleksandrów Łódzki, PL;51.819653 19.303538;Łódzki,;51.818054;19.304734
1172;1190;Extrans, Sędziszów Małopolski;4941;303926;5972;Sędziszów Małopolski, PL;50.0716 21.700752;Małopolski,;50.072543;21.702522
1173;1003;IMI International sp. z o.o., Olkusz;2814;303856;15974;Olkusz, PL;50.278816 19.559631;PL,PL;50.282998;19.560459
1174;1230;Instalbud Janosz sp.j., Pszczyna;4690;303397;12368;Pszczyna, PL;49.977833 18.942512;PL,PL;49.975197;18.945129
1175;1013;Sarantis Polska SA, Piaseczno;4690;303335;17015;Piaseczno, PL;53.58206 16.13332;PL,PL;53.580398;16.140364
1176;1051;KRKA Polska sp. z o.o., Warszawa;2120;303219;12128;Warszawa, PL;52.231924 21.006727;PL,PL;52.220461;20.959936
1177;1237;AstraZeneca Pharma Poland sp. z o.o., W-wa;7219;301079;28200;W-wa, PL;-38.822628 -68.05733;PL,PL;-38.818745;-68.061649
1178;1178;Mercator Medical SA, Kraków;4646;300764;4927;Kraków, PL;50.064529 19.983206;PL,PL;50.066294;19.988785
1179;1068;Opoczno I sp. z o.o., Opoczno;2331;300678;48668;Opoczno, PL;51.376816 20.28645;PL,PL;51.377107;20.285752
1180;1127;Igepa Polska sp. z o.o., Kraków;4690;300624;100;Kraków, PL;50.064529 19.983206;PL,PL;50.061294;19.962418
1181;1180;Wolter Koops International Logistics, Komorniki;4941;300468;10979;Komorniki, PL;51.717222 19.492778;PL,PL;51.724493;19.490307
1182;1264;Alma-Alpinex SA, Kielce;4639;300037;4637;Kielce, PL;50.871788 20.630835;PL,PL;50.872138;20.630881
1183;1209;Unimetalex sp.j., Warszewice;4677;298769;2362;Warszewice, PL;51.876082 19.628626;PL,PL;51.875549;19.627261
